Area,Latitude,Longitude,Orders
House #873,12.993486,77.565566,1
House #874,12.913445,77.590322,1
House #875,12.943323,77.592739,1
House #876,12.962885,77.632,1
House #877,12.974641,77.640887,1
House #878,12.965163,77.582168,1
House #879,12.990783,77.585047,1
House #880,12.969564,77.655119,1
House #881,12.984908,77.596966,1
House #882,12.961078,77.581734,1
House #883,12.967965,77.591391,1
House #884,12.975515,77.56656,1
House #885,12.97002,77.649022,1
House #886,12.984505,77.573418,1
House #887,12.998491,77.548496,1
House #888,12.952359,77.570416,1
House #889,12.955852,77.57399,1
House #890,12.946203,77.592171,1
House #891,12.996236,77.573624,1
House #892,12.997765,77.577864,1
House #893,13.001533,77.583211,1
House #894,12.965694,77.572737,1
House #895,12.990009,77.573191,1
House #896,13.011572,77.563951,1
House #897,12.989341,77.585711,1
House #898,12.987897,77.573279,1
House #899,12.988768,77.545459,1
House #900,12.96709,77.580918,1
House #901,12.965821,77.57073,1
House #902,12.941011,77.573685,1
House #903,13.022656,77.565135,1
House #904,13.001075,77.573961,1
House #905,13.013139,77.566711,1
House #906,12.94883,77.5963,1
House #907,12.996494,77.570156,1
House #908,13.018591,77.570459,1
House #909,12.9632,77.558224,1
House #910,12.969381,77.63941,1
House #911,12.97255,77.570397,1
House #912,13.014202,77.577297,1
House #913,12.98024,77.575303,1
House #914,12.968275,77.580823,1
House #915,12.923104,77.560068,1
House #916,12.995496,77.646968,1
House #917,12.929331,77.559583,1
House #918,12.947818,77.575869,1
House #919,12.97468,77.539294,1
House #920,12.959213,77.581866,1
House #921,12.990501,77.61872,1
House #922,12.985998,77.63451,1
House #923,12.973354,77.579089,1
House #924,12.980397,77.626446,1
House #925,12.984734,77.59185,1
House #926,12.984086,77.553803,1
House #927,12.914924,77.606482,1
House #928,12.996864,77.562061,1
House #929,12.977621,77.574746,1
House #930,12.985735,77.577943,1
House #931,12.954008,77.562678,1
House #932,12.963901,77.550391,1
House #933,12.992476,77.552798,1
House #934,12.914852,77.594346,1
House #935,13.003553,77.590201,1
House #936,12.973778,77.569778,1
House #937,12.990025,77.657486,1
House #938,12.955093,77.600861,1
House #939,12.983446,77.604086,1
House #940,13.023032,77.562122,1
House #941,12.924923,77.575381,1
House #942,13.007045,77.573832,1
House #943,12.951005,77.591891,1
House #944,12.964343,77.574239,1
House #945,12.919591,77.586853,1
House #946,12.931128,77.564341,1
House #947,12.966814,77.628924,1
House #948,12.979875,77.64566,1
House #949,12.933971,77.585913,1
House #950,12.996285,77.634282,1
House #951,13.010035,77.594694,1
House #952,12.999049,77.581336,1
House #953,12.924145,77.571687,1
House #954,12.936642,77.568672,1
House #955,12.918392,77.560034,1
House #956,12.929239,77.59394,1
House #957,13.015078,77.56889,1
House #958,12.938892,77.622284,1
House #959,12.954271,77.650939,1
House #960,12.984905,77.631744,1
House #961,12.922169,77.568835,1
House #962,12.98509,77.573706,1
House #963,12.970873,77.571418,1
House #964,12.962594,77.586447,1
House #965,13.001783,77.554263,1
House #966,12.985576,77.653323,1
House #967,12.97887,77.586819,1
House #968,12.963629,77.636958,1
House #969,13.004089,77.589274,1
House #970,12.918871,77.586232,1
House #971,12.975361,77.573468,1
House #972,12.955797,77.559287,1
House #973,12.932956,77.541464,1
House #974,13.000641,77.56588,1
House #975,12.980536,77.630513,1
House #976,12.975039,77.586603,1
House #977,12.981554,77.590705,1
House #978,12.993696,77.560398,1
House #979,12.915671,77.623231,1
House #980,12.941214,77.581843,1
House #981,12.996808,77.583719,1
House #982,12.968019,77.597803,1
House #983,12.976105,77.656065,1
House #984,12.986243,77.566087,1
House #985,12.964855,77.605707,1
House #986,12.972112,77.572679,1
House #987,12.986157,77.569379,1
House #988,12.972876,77.571826,1
House #989,12.955222,77.587088,1
House #990,12.997151,77.642904,1
House #991,12.953786,77.578819,1
House #992,12.965626,77.575008,1
House #993,12.925984,77.605423,1
House #994,12.938495,77.568135,1
House #995,12.959304,77.643245,1
House #996,12.935854,77.566468,1
House #997,12.92373,77.56646,1
House #998,12.93252,77.542526,1
House #999,12.995558,77.648096,1
House #1000,13.024939,77.582842,1
House #1001,12.986588,77.578927,1
House #1002,12.979831,77.638503,1
House #1003,12.960882,77.619305,1
House #1004,12.925639,77.577301,1
House #1005,12.982268,77.615746,1
House #1006,12.985067,77.599248,1
House #1007,12.982039,77.570644,1
House #1008,12.964288,77.622061,1
House #1009,12.960244,77.572363,1
House #1010,12.960118,77.654758,1
House #1011,12.919045,77.577507,1
House #1012,12.943659,77.589535,1
House #1013,13.004736,77.575111,1
House #1014,12.978043,77.54187,1
House #1015,12.923329,77.571279,1
House #1016,12.998869,77.561746,1
House #1017,12.934576,77.542223,1
House #1018,13.017668,77.582292,1
House #1019,12.960843,77.563063,1
House #1020,12.955392,77.676386,1
House #1021,12.974923,77.559463,1
House #1022,12.992629,77.579976,1
House #1023,12.999774,77.64296,1
House #1024,12.915202,77.574553,1
House #1025,12.974158,77.597281,1
House #1026,12.958692,77.558584,1
House #1027,12.960243,77.569729,1
House #1028,12.991438,77.657624,1
House #1029,13.008429,77.572281,1
House #1030,13.013489,77.645661,1
House #1031,12.960583,77.592434,1
House #1032,12.971694,77.6369,1
House #1033,12.936138,77.569913,1
House #1034,12.970815,77.603683,1
House #1035,12.924296,77.593325,1
House #1036,12.971215,77.645705,1
House #1037,12.977551,77.558793,1
House #1038,12.971094,77.624,1
House #1039,12.923128,77.56975,1
House #1040,12.980313,77.585355,1
House #1041,12.990449,77.578988,1
House #1042,12.966194,77.589767,1
House #1043,12.941512,77.601843,1
House #1044,12.991181,77.558499,1
House #1045,12.95667,77.563733,1
House #1046,12.91463,77.569192,1
House #1047,12.993764,77.576931,1
House #1048,12.961135,77.579537,1
House #1049,12.955134,77.56998,1
House #1050,12.971196,77.557248,1
House #1051,12.918759,77.587522,1
House #1052,12.966141,77.657146,1
House #1053,12.931078,77.573544,1
House #1054,13.003173,77.643099,1
House #1055,12.919426,77.614767,1
House #1056,12.976571,77.567322,1
House #1057,13.005651,77.572915,1
House #1058,12.953186,77.644374,1
House #1059,12.992523,77.56196,1
House #1060,12.996046,77.597147,1
House #1061,12.973675,77.561218,1
House #1062,12.96228,77.640388,1
House #1063,13.001285,77.587408,1
House #1064,12.949974,77.590695,1
House #1065,12.92756,77.589846,1
House #1066,12.961419,77.572136,1
House #1067,12.913947,77.561308,1
House #1068,12.978726,77.552061,1
House #1069,12.945308,77.549852,1
House #1070,12.964776,77.584391,1
House #1071,12.957867,77.655724,1
House #1072,12.987025,77.57962,1
House #1073,12.975782,77.651586,1
House #1074,12.979431,77.563052,1
House #1075,12.932819,77.579821,1
House #1076,12.97389,77.637923,1
House #1077,12.988902,77.562664,1
House #1078,12.971245,77.577354,1
House #1079,12.981905,77.641407,1
House #1080,12.919257,77.578574,1
House #1081,12.959565,77.583348,1
House #1082,12.950753,77.654761,1
House #1083,12.989815,77.59096,1
House #1084,12.980578,77.621664,1
House #1085,12.928701,77.63569,1
House #1086,12.971221,77.57328,1
House #1087,13.017247,77.584168,1
House #1088,12.918185,77.610662,1
House #1089,12.973374,77.668671,1
House #1090,13.032236,77.541863,1
House #1091,12.971347,77.576251,1
House #1092,12.997159,77.566563,1
House #1093,12.95136,77.622426,1
House #1094,12.982235,77.595081,1
House #1095,12.989739,77.577279,1
House #1096,12.983207,77.550352,1
House #1097,12.969621,77.595967,1
House #1098,12.989542,77.564159,1
House #1099,12.971917,77.604132,1
House #1100,12.948463,77.595821,1
House #1101,12.944962,77.554611,1
House #1102,12.977983,77.573972,1
House #1103,12.98209,77.559264,1
House #1104,12.981518,77.561924,1
House #1105,12.995936,77.556104,1
House #1106,12.984505,77.532788,1
House #1107,12.953691,77.640793,1
House #1108,12.964615,77.586696,1
House #1109,13.023707,77.581649,1
House #1110,12.9914,77.649761,1
House #1111,12.97743,77.637141,1
House #1112,13.01339,77.557065,1
House #1113,13.012619,77.601276,1
House #1114,12.97889,77.563544,1
House #1115,12.929234,77.562718,1
House #1116,12.939958,77.570762,1
House #1117,12.928542,77.599172,1
House #1118,12.95367,77.586551,1
House #1119,12.978601,77.579493,1
House #1120,12.973122,77.573594,1
House #1121,12.98771,77.551982,1
House #1122,12.965697,77.571803,1
House #1123,12.929917,77.580948,1
House #1124,12.972284,77.609153,1
House #1125,12.974085,77.565883,1
House #1126,12.976099,77.578717,1
House #1127,12.953343,77.554054,1
House #1128,12.992627,77.569404,1
House #1129,13.01083,77.57901,1
House #1130,12.99512,77.577169,1
House #1131,12.963076,77.584563,1
House #1132,12.98726,77.55963,1
House #1133,12.968307,77.610602,1
House #1134,12.994864,77.55779,1
House #1135,12.949475,77.610327,1
House #1136,12.957701,77.655329,1
House #1137,12.987752,77.568831,1
House #1138,12.979296,77.566206,1
House #1139,12.984154,77.569863,1
House #1140,12.923612,77.560941,1
House #1141,12.976417,77.583998,1
House #1142,12.944207,77.587506,1
House #1143,12.967026,77.58787,1
House #1144,12.992702,77.547319,1
House #1145,12.961958,77.583121,1
House #1146,13.029874,77.587477,1
House #1147,12.995142,77.607314,1
House #1148,12.965653,77.672353,1
House #1149,12.990253,77.571732,1
House #1150,12.967017,77.550029,1
House #1151,12.919636,77.560636,1
House #1152,12.960938,77.658135,1
House #1153,12.972428,77.582889,1
House #1154,12.969053,77.563595,1
House #1155,12.985227,77.552164,1
House #1156,12.956004,77.607134,1
House #1157,12.941794,77.579973,1
House #1158,12.980877,77.588381,1
House #1159,12.977358,77.633618,1
House #1160,12.971005,77.569696,1
House #1161,12.973365,77.593444,1
House #1162,13.017563,77.554106,1
House #1163,12.959477,77.590204,1
House #1164,12.961354,77.538618,1
House #1165,12.940027,77.575412,1
House #1166,13.019298,77.562072,1
House #1167,12.979667,77.651943,1
House #1168,13.0032,77.579155,1
House #1169,12.989465,77.643014,1
House #1170,12.936913,77.579291,1
House #1171,12.995202,77.581814,1
House #1172,12.973229,77.578018,1
House #1173,13.018492,77.556479,1
House #1174,12.931821,77.616015,1
House #1175,12.916313,77.551256,1
House #1176,12.981567,77.656858,1
House #1177,12.974073,77.631461,1
House #1178,12.941521,77.565193,1
House #1179,13.010717,77.567466,1
House #1180,12.99216,77.567382,1
House #1181,12.970232,77.585088,1
House #1182,12.960475,77.57835,1
House #1183,12.9797,77.635207,1
House #1184,12.985177,77.571329,1
House #1185,12.984997,77.562737,1
House #1186,12.975971,77.628614,1
House #1187,12.919362,77.626252,1
House #1188,12.929598,77.598367,1
House #1189,12.945859,77.560832,1
House #1190,13.001595,77.562221,1
House #1191,12.994198,77.584701,1
House #1192,13.022936,77.577154,1
House #1193,12.983356,77.558802,1
House #1194,12.989887,77.587521,1
House #1195,12.97389,77.564654,1
House #1196,12.973933,77.61952,1
House #1197,13.016623,77.559576,1
House #1198,12.978589,77.567277,1
House #1199,13.019464,77.579178,1
House #1200,12.966249,77.651822,1
House #1201,12.978722,77.645322,1
House #1202,12.958261,77.610175,1
House #1203,13.000337,77.651122,1
House #1204,12.986694,77.572003,1
House #1205,12.97851,77.600473,1
House #1206,12.956019,77.597911,1
House #1207,12.994963,77.588481,1
House #1208,12.985568,77.590262,1
House #1209,13.006837,77.576046,1
House #1210,12.998389,77.582031,1
House #1211,12.974317,77.583525,1
House #1212,12.991954,77.594402,1
House #1213,12.961395,77.554839,1
House #1214,12.935402,77.546273,1
House #1215,12.985373,77.563316,1
House #1216,12.958797,77.599755,1
House #1217,12.961961,77.573327,1
House #1218,12.983459,77.566276,1
House #1219,12.9695,77.66051,1
House #1220,12.973346,77.594565,1
House #1221,12.964556,77.565907,1
House #1222,12.969049,77.60414,1
House #1223,12.974924,77.627506,1
House #1224,12.998849,77.545274,1
House #1225,12.931852,77.568932,1
House #1226,13.00681,77.584641,1
House #1227,12.980123,77.635701,1
House #1228,12.924661,77.531849,1
House #1229,12.971124,77.590883,1
House #1230,12.918789,77.567966,1
House #1231,12.941094,77.639491,1
House #1232,12.938905,77.579469,1
House #1233,13.015267,77.567178,1
House #1234,12.952827,77.579137,1
House #1235,12.967277,77.567258,1
House #1236,12.957797,77.545045,1
House #1237,12.948859,77.552546,1
House #1238,12.9917,77.591231,1
House #1239,12.996779,77.558871,1
House #1240,12.957386,77.620585,1
House #1241,13.00723,77.558235,1
House #1242,13.017776,77.590038,1
House #1243,12.913062,77.552421,1
House #1244,12.958917,77.58114,1
House #1245,13.002552,77.632959,1
House #1246,13.0023,77.546724,1
House #1247,12.963597,77.58829,1
House #1248,12.941601,77.573121,1
House #1249,12.951062,77.58958,1
House #1250,13.005884,77.576136,1
House #1251,12.932352,77.580295,1
House #1252,12.992782,77.668565,1
House #1253,13.025771,77.571746,1
House #1254,12.940741,77.57675,1
House #1255,12.981165,77.582009,1
House #1256,12.965283,77.573858,1
House #1257,12.923738,77.573644,1
House #1258,12.964504,77.630404,1
House #1259,12.971226,77.631136,1
House #1260,12.984698,77.552081,1
House #1261,12.977008,77.583287,1
House #1262,12.976935,77.579242,1
House #1263,12.972272,77.579103,1
House #1264,12.978496,77.594744,1
House #1265,12.924416,77.576385,1
House #1266,13.005619,77.556674,1
House #1267,12.950937,77.633278,1
House #1268,12.971606,77.6505,1
House #1269,12.979859,77.553238,1
House #1270,12.921937,77.614408,1
House #1271,12.993198,77.575405,1
House #1272,12.988658,77.669121,1
House #1273,13.000159,77.562921,1
House #1274,12.972877,77.592097,1
House #1275,12.97416,77.642214,1
House #1276,13.02692,77.58007,1
House #1277,12.986119,77.574807,1
House #1278,13.028992,77.572805,1
House #1279,12.947891,77.547395,1
House #1280,12.991214,77.627047,1
House #1281,12.970129,77.553591,1
House #1282,12.964505,77.539665,1
House #1283,12.92863,77.652983,1
House #1284,12.982221,77.581186,1
House #1285,12.985774,77.553,1
House #1286,12.994863,77.587003,1
House #1287,12.927003,77.566232,1
House #1288,12.999056,77.564245,1
House #1289,12.960151,77.572402,1
House #1290,12.963777,77.573331,1
House #1291,12.974779,77.640977,1
House #1292,12.975398,77.584096,1
House #1293,12.92489,77.565762,1
House #1294,12.987855,77.548995,1
House #1295,12.999616,77.645581,1
House #1296,12.980261,77.644164,1
House #1297,12.962409,77.582778,1
House #1298,12.985847,77.582838,1
House #1299,12.910297,77.597521,1
House #1300,12.983224,77.648477,1
House #1301,13.017322,77.573704,1
House #1302,12.93872,77.566377,1
House #1303,12.980451,77.592161,1
House #1304,12.981091,77.586801,1
House #1305,13.011794,77.586308,1
House #1306,12.974491,77.560007,1
House #1307,13.001031,77.629731,1
House #1308,12.994513,77.571535,1
House #1309,12.926143,77.559981,1
House #1310,12.972656,77.574494,1
House #1311,13.030931,77.584082,1
House #1312,12.981811,77.65929,1
House #1313,12.946779,77.599956,1
House #1314,12.996061,77.592847,1
House #1315,12.942815,77.581403,1
House #1316,12.974825,77.65922,1
House #1317,12.953779,77.58782,1
House #1318,12.921588,77.587085,1
House #1319,13.003821,77.55674,1
House #1320,12.944941,77.562802,1
House #1321,12.948934,77.586131,1
House #1322,12.974591,77.581571,1
House #1323,12.966638,77.63973,1
House #1324,12.987605,77.59241,1
House #1325,12.981385,77.63006,1
House #1326,13.002087,77.583342,1
House #1327,13.009894,77.551721,1
House #1328,12.979818,77.555739,1
House #1329,12.950848,77.581344,1
House #1330,13.000765,77.559434,1
House #1331,12.910848,77.565548,1
House #1332,12.976276,77.559173,1
House #1333,12.927767,77.570282,1
House #1334,12.976483,77.572851,1
House #1335,13.025658,77.596696,1
House #1336,12.938572,77.608766,1
House #1337,12.923149,77.603792,1
House #1338,12.970336,77.555686,1
House #1339,12.980339,77.55782,1
House #1340,12.977538,77.644803,1
House #1341,12.951072,77.582754,1
House #1342,12.962946,77.603868,1
House #1343,12.979959,77.558909,1
House #1344,12.971763,77.588874,1
House #1345,12.979397,77.620846,1
House #1346,12.966978,77.653186,1
House #1347,13.013984,77.573512,1
House #1348,12.973173,77.593416,1
House #1349,12.987448,77.586774,1
House #1350,12.997998,77.565579,1
House #1351,12.973166,77.575687,1
House #1352,13.016536,77.571538,1
House #1353,12.980529,77.582542,1
House #1354,12.97193,77.553547,1
House #1355,13.008741,77.553643,1
House #1356,12.961753,77.577924,1
House #1357,12.934672,77.592154,1
House #1358,12.981542,77.574671,1
House #1359,12.942949,77.601615,1
House #1360,13.010454,77.59092,1
House #1361,12.933259,77.603137,1
House #1362,12.928511,77.583534,1
House #1363,12.966962,77.574528,1
House #1364,12.971524,77.642272,1
House #1365,12.985365,77.583359,1
House #1366,12.982709,77.637839,1
House #1367,12.967381,77.589984,1
House #1368,12.991197,77.643915,1
House #1369,12.946682,77.563246,1
House #1370,12.995106,77.578949,1
House #1371,12.964086,77.678948,1
House #1372,12.971762,77.652501,1
House #1373,12.968387,77.643548,1
House #1374,12.971648,77.569725,1
House #1375,13.032257,77.57346,1
House #1376,13.017391,77.564557,1
House #1377,13.02258,77.583393,1
House #1378,13.004197,77.564697,1
House #1379,12.981164,77.643045,1
House #1380,12.927387,77.567013,1
House #1381,13.008647,77.56739,1
House #1382,12.99842,77.593077,1
House #1383,12.970128,77.666084,1
House #1384,12.983751,77.555441,1
House #1385,12.987894,77.599608,1
House #1386,12.959928,77.58607,1
House #1387,12.978208,77.586857,1
House #1388,12.964406,77.566219,1
House #1389,12.938002,77.598715,1
House #1390,12.936046,77.599564,1
House #1391,12.975658,77.621926,1
House #1392,12.923341,77.581438,1
House #1393,13.000075,77.565339,1
House #1394,12.968339,77.570242,1
House #1395,12.987354,77.596193,1
House #1396,12.990306,77.633731,1
House #1397,12.98213,77.63037,1
House #1398,12.975778,77.569821,1
House #1399,12.919459,77.578861,1
House #1400,12.964101,77.5796,1
House #1401,12.971503,77.563234,1
House #1402,12.925364,77.5562,1
House #1403,13.010655,77.597108,1
House #1404,12.992259,77.567052,1
House #1405,12.982503,77.623958,1
House #1406,12.943463,77.571371,1
House #1407,12.961365,77.561719,1
House #1408,12.998887,77.658769,1
House #1409,12.992348,77.570913,1
House #1410,12.944788,77.567534,1
House #1411,12.968883,77.586312,1
House #1412,12.967341,77.575811,1
House #1413,12.944993,77.622796,1
House #1414,12.965891,77.630582,1
House #1415,12.960809,77.635569,1
House #1416,12.9793,77.567206,1
House #1417,12.965076,77.591787,1
House #1418,12.954973,77.619993,1
House #1419,12.967384,77.571385,1
House #1420,12.940159,77.58104,1
House #1421,12.999221,77.582408,1
House #1422,12.981703,77.563402,1
House #1423,12.958696,77.575577,1
House #1424,12.999852,77.643937,1
House #1425,12.961978,77.616732,1
House #1426,12.961196,77.614732,1
House #1427,13.008157,77.568226,1
House #1428,12.959768,77.575452,1
House #1429,12.929451,77.57472,1
House #1430,12.922416,77.596937,1
House #1431,13.003064,77.56703,1
House #1432,12.987833,77.585339,1
House #1433,12.917479,77.584256,1
House #1434,13.006101,77.564763,1
House #1435,12.980059,77.58718,1
House #1436,13.000922,77.560035,1
House #1437,12.973792,77.648277,1
House #1438,12.94972,77.579646,1
House #1439,12.980177,77.572915,1
House #1440,12.97797,77.669036,1
House #1441,12.979439,77.587427,1
House #1442,12.98402,77.588941,1
House #1443,12.976877,77.563881,1
House #1444,12.951159,77.604926,1
House #1445,12.930782,77.608547,1
House #1446,12.920584,77.588576,1
House #1447,12.922891,77.604296,1
House #1448,12.934507,77.579316,1
House #1449,12.962075,77.576984,1
House #1450,12.932326,77.592767,1
House #1451,12.925721,77.570059,1
House #1452,12.948957,77.585573,1
House #1453,12.957591,77.588507,1
House #1454,12.974538,77.558463,1
House #1455,12.990274,77.627643,1
House #1456,13.003097,77.586061,1
House #1457,13.00455,77.56539,1
House #1458,12.995074,77.562884,1
House #1459,13.010361,77.552273,1
House #1460,12.988118,77.662212,1
House #1461,12.980385,77.654022,1
House #1462,12.917425,77.564445,1
House #1463,12.915363,77.59771,1
House #1464,12.970761,77.555869,1
House #1465,13.015466,77.546355,1
House #1466,12.978853,77.64706,1
House #1467,12.913096,77.594685,1
House #1468,12.989939,77.57823,1
House #1469,12.975511,77.585874,1
House #1470,12.994519,77.560424,1
House #1471,12.97716,77.582772,1
House #1472,12.984243,77.556674,1
House #1473,12.957735,77.586511,1
House #1474,12.968848,77.565099,1
House #1475,12.91515,77.607493,1
House #1476,13.004124,77.572734,1
House #1477,12.988116,77.565337,1
House #1478,13.010841,77.557521,1
House #1479,12.951884,77.582172,1
House #1480,12.957976,77.588882,1
House #1481,12.982342,77.577691,1
House #1482,12.960692,77.613157,1
House #1483,12.927893,77.587916,1
House #1484,12.964284,77.631035,1
House #1485,12.974232,77.574036,1
House #1486,12.989061,77.541525,1
House #1487,12.920496,77.594561,1
House #1488,12.951217,77.656306,1
House #1489,12.992473,77.651746,1
House #1490,12.947752,77.592286,1
House #1491,13.007423,77.573368,1
House #1492,12.915675,77.593493,1
House #1493,12.984832,77.56755,1
House #1494,12.974799,77.6288,1
House #1495,12.941754,77.602988,1
House #1496,12.975607,77.565943,1
House #1497,12.954665,77.663957,1
House #1498,12.973985,77.553188,1
House #1499,12.952578,77.641495,1
House #1500,12.987107,77.582103,1
House #1501,12.993609,77.634582,1
House #1502,12.957055,77.584909,1
House #1503,12.919658,77.558885,1
House #1504,12.919539,77.562982,1
House #1505,12.961843,77.584544,1
House #1506,12.923693,77.592073,1
House #1507,12.96674,77.574386,1
House #1508,12.945449,77.601425,1
House #1509,12.970199,77.599361,1
House #1510,12.938733,77.568188,1
House #1511,12.918283,77.533229,1
House #1512,12.946981,77.587964,1
House #1513,13.00781,77.56885,1
House #1514,12.982797,77.581716,1
House #1515,12.973819,77.59845,1
House #1516,12.984013,77.58351,1
House #1517,12.975136,77.639914,1
House #1518,12.959441,77.598458,1
House #1519,13.000597,77.5966,1
House #1520,12.990353,77.586426,1
House #1521,12.925293,77.583527,1
House #1522,13.009964,77.593474,1
House #1523,12.932776,77.609255,1
House #1524,12.962129,77.591921,1
House #1525,12.942906,77.567476,1
House #1526,12.99143,77.568389,1
House #1527,12.981684,77.643257,1
House #1528,12.993112,77.643712,1
House #1529,12.937569,77.558041,1
House #1530,13.034911,77.586752,1
House #1531,12.989256,77.654828,1
House #1532,12.997055,77.550795,1
House #1533,12.96192,77.590717,1
House #1534,12.928019,77.601935,1
House #1535,12.95893,77.612233,1
House #1536,12.973777,77.59076,1
House #1537,13.000682,77.637411,1
House #1538,12.989394,77.621714,1
House #1539,12.98748,77.57838,1
House #1540,12.948127,77.567007,1
House #1541,13.003989,77.555388,1
House #1542,12.993413,77.570326,1
House #1543,12.967695,77.570619,1
House #1544,12.955117,77.658447,1
House #1545,13.003068,77.571995,1
House #1546,12.982865,77.642854,1
House #1547,13.008145,77.569299,1
House #1548,12.976187,77.563828,1
House #1549,12.977975,77.583925,1
House #1550,12.963851,77.579711,1
House #1551,12.918887,77.586499,1
House #1552,12.966369,77.57488,1
House #1553,13.005013,77.576079,1
House #1554,12.947619,77.566966,1
House #1555,12.969422,77.559544,1
House #1556,12.994437,77.562008,1
House #1557,12.979894,77.572859,1
House #1558,12.988958,77.637313,1
House #1559,12.979292,77.655017,1
House #1560,12.913354,77.604404,1
House #1561,12.983123,77.597436,1
House #1562,12.968627,77.581278,1
House #1563,12.949668,77.558159,1
House #1564,13.029859,77.592793,1
House #1565,12.967327,77.589948,1
House #1566,12.966975,77.545343,1
House #1567,12.986349,77.575937,1
House #1568,12.982838,77.599257,1
House #1569,12.970905,77.573811,1
House #1570,13.001544,77.582671,1
House #1571,12.998429,77.563296,1
House #1572,12.910835,77.609564,1
House #1573,12.946494,77.563291,1
House #1574,12.977485,77.63095,1
House #1575,12.982854,77.571366,1
House #1576,12.978399,77.574888,1
House #1577,12.950343,77.627281,1
House #1578,12.959566,77.568385,1
House #1579,12.985661,77.644479,1
House #1580,12.939975,77.583732,1
House #1581,12.987327,77.660566,1
House #1582,12.976631,77.546158,1
House #1583,12.946303,77.584601,1
House #1584,12.935749,77.546721,1
House #1585,12.973586,77.590669,1
House #1586,12.922214,77.590792,1
House #1587,12.910795,77.594486,1
House #1588,12.996195,77.582995,1
House #1589,12.973917,77.582648,1
House #1590,12.932881,77.571832,1
House #1591,12.98212,77.565915,1
House #1592,12.978393,77.64388,1
House #1593,13.007357,77.572718,1
House #1594,13.00959,77.567659,1
House #1595,12.9837,77.577065,1
House #1596,12.968832,77.579084,1
House #1597,12.947671,77.574331,1
House #1598,12.984107,77.585376,1
House #1599,12.917844,77.608242,1
House #1600,12.950341,77.560258,1
House #1601,12.979259,77.627256,1
House #1602,12.976566,77.650665,1
House #1603,12.994593,77.620533,1
House #1604,12.936809,77.64946,1
House #1605,12.97867,77.578545,1
House #1606,12.946916,77.570843,1
House #1607,12.912469,77.571055,1
House #1608,12.975726,77.639923,1
House #1609,13.014869,77.578476,1
House #1610,13.002848,77.583634,1
House #1611,13.006828,77.586348,1
House #1612,12.979517,77.570243,1
House #1613,13.010885,77.60397,1
House #1614,12.992711,77.601281,1
House #1615,12.96202,77.632967,1
House #1616,12.970761,77.55733,1
House #1617,12.97046,77.589363,1
House #1618,12.997685,77.655706,1
House #1619,12.978634,77.634315,1
House #1620,13.018862,77.573667,1
House #1621,12.934979,77.593023,1
House #1622,12.978834,77.572864,1
House #1623,12.940244,77.574289,1
House #1624,12.974915,77.59089,1
House #1625,12.960082,77.657271,1
House #1626,13.01077,77.567015,1
House #1627,12.926331,77.612571,1
House #1628,12.944826,77.589358,1
House #1629,12.994803,77.611284,1
House #1630,12.988625,77.638854,1
House #1631,12.928468,77.599166,1
House #1632,12.922593,77.594425,1
House #1633,12.971901,77.650692,1
House #1634,12.960285,77.584439,1
House #1635,12.921924,77.547168,1
House #1636,12.943439,77.549661,1
House #1637,12.970469,77.639854,1
House #1638,12.968271,77.581422,1
House #1639,12.939691,77.601097,1
House #1640,12.961049,77.586385,1
House #1641,12.981931,77.623181,1
House #1642,12.951971,77.533932,1
House #1643,12.99374,77.587228,1
House #1644,12.936294,77.546981,1
House #1645,12.981949,77.581386,1
House #1646,12.98605,77.65198,1
House #1647,12.97064,77.588801,1
House #1648,12.950983,77.57167,1
House #1649,12.980913,77.637762,1
House #1650,12.918615,77.559279,1
House #1651,12.996129,77.551782,1
House #1652,13.015686,77.627583,1
House #1653,12.988468,77.673274,1
House #1654,12.949877,77.56267,1
House #1655,12.952258,77.626221,1
House #1656,12.988568,77.575327,1
House #1657,12.987433,77.579441,1
House #1658,13.026733,77.589155,1
House #1659,13.003132,77.588841,1
House #1660,12.948584,77.640673,1
House #1661,13.000357,77.564295,1
House #1662,12.971049,77.553525,1
House #1663,12.937903,77.583784,1
House #1664,12.984315,77.588627,1
House #1665,12.923606,77.556777,1
House #1666,12.924966,77.616095,1
House #1667,12.991951,77.583201,1
House #1668,12.927234,77.566612,1
House #1669,12.953469,77.578105,1
House #1670,12.973852,77.639446,1
House #1671,12.98231,77.566063,1
House #1672,13.000208,77.573582,1
House #1673,13.005404,77.576524,1
House #1674,12.940611,77.559594,1
House #1675,12.961485,77.593154,1
House #1676,13.012212,77.566092,1
House #1677,12.981743,77.652859,1
House #1678,12.94517,77.555452,1
House #1679,13.011653,77.562946,1
House #1680,13.010378,77.591929,1
House #1681,12.945365,77.571034,1
House #1682,12.95067,77.571554,1
House #1683,12.982868,77.565893,1
House #1684,12.972347,77.574538,1
House #1685,12.985318,77.573646,1
House #1686,12.967095,77.565735,1
House #1687,12.978728,77.64178,1
House #1688,12.976987,77.658182,1
House #1689,12.985824,77.574046,1
House #1690,12.933262,77.596781,1
House #1691,12.911257,77.628072,1
House #1692,12.986881,77.657639,1
House #1693,12.995766,77.573152,1
House #1694,12.996901,77.568135,1
House #1695,12.98712,77.575844,1
House #1696,12.918752,77.592184,1
House #1697,12.9665,77.589535,1
House #1698,13.013412,77.543675,1
House #1699,12.993328,77.596223,1
House #1700,12.973958,77.587624,1
House #1701,12.984834,77.560167,1
House #1702,12.973738,77.573135,1
